cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
680    42     sext            64     12   50       2     
681    43     getelementptr   64     16   48       0     
682    45     load            32     11   21       0     
683    46     sext            64     12   50       2     
684    47     getelementptr   64     17   47       0     
685    48     load            32     32   0        0     
686    49     call            32     0    0        32    
687    51     load            32     4    1        27    
688    52     add             32     4    1        27    
689    26     load            32     5    0        27    
690    27     load            32     27   0        5     
691    28     icmp            1      1    0        0     
692    55     load            64     0    47       17    
693    57     load            32     0    8        24    
